Close,Volume,20 MA,50 MA,100 MA,200 MA,350 MA,700 MA,200 Weeks MA,200 Weeks Index,2 Years Buy MA,2 Years Sell MA,boll inf,boll sup,Pi Cycle 1,Pi Cycle 2,F&G_Value,F&G_Class,Date,timestamp,MA Index _ 100 MA,MA Index _ 200 MA,MA Index _ MA Down,MA Index _ MA Bottom,200 Weeks Index _ 200 Weeks Bottom,200 Weeks Index _ 200 Weeks Down,200 Weeks Index _ Price,Pi Cycle Index _ Index,Pi Cycle Index _ Down,Pi Cycle Index _ Top,Pi Cycle Index _ Bottom,2 Years Index _ Index,2 Years Index _ Down,2 Years Index _ Top,2 Years Index _ Bottom
10.9,,,,,,,,,,,,,,,,,,,2011-08-17,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
11.69,,,,,,,,,,,,,,,,,,,2011-08-18,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
11.7,,,,,,,,,,,,,,,,,,,2011-08-19,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
11.7,,,,,,,,,,,,,,,,,,,2011-08-20,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
11.7,,,,,,,,,,,,,,,,,,,2011-08-21,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
10.5,,,,,,,,,,,,,,,,,,,2011-08-23,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
10.0,,,,,,,,,,,,,,,,,,,2011-08-24,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
8.0,,,,,,,,,,,,,,,,,,,2011-08-29,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
8.22,,,,,,,,,,,,,,,,,,,2011-08-31,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
8.88,,,,,,,,,,,,,,,,,,,2011-09-01,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
8.89,,,,,,,,,,,,,,,,,,,2011-09-03,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
8.0,,,,,,,,,,,,,,,,,,,2011-09-05,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
8.5,,,,,,,,,,,,,,,,,,,2011-09-06,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
7.4,,,,,,,,,,,,,,,,,,,2011-09-07,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
5.97,,,,,,,,,,,,,,,,,,,2011-09-12,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
5.53,,,,,,,,,,,,,,,,,,,2011-09-13,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
5.13,,,,,,,,,,,,,,,,,,,2011-09-14,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
4.85,,,,,,,,,,,,,,,,,,,2011-09-15,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
4.87,,,,,,,,,,,,,,,,,,,2011-09-16,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
4.92,,8.37,,,,,,,,,,3.33,13.41,,,,,,2011-09-17,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
4.9,,8.07,,,,,,,,,,2.95,13.19,,,,,,2011-09-18,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
5.66,,7.77,,,,,,,,,,2.85,12.69,,,,,,2011-09-19,,,1,0.47645278281674847,1,1.873182249203016,,,0.4405634523267198,1,0.28662136888541373,,1,5,0.4148806730056149
